Accession,tp8,tp10,tp12,tp14,tp16,tp18,tp20,tp22,tp26,tp28,tp30,tp32,tp34,tp36,tp38,tp40,tp42,tp44,tp46,tp48,tp2,tp4,tp6
PF3D7_1120700.1,0.484525,0.229279,0.492581,0.311408,0.506385,0.498988,0.510678,0.578473,1.012721,2.005758,1.249301,3.067495,2.54507,2.349533,1.781026,1.901016,1.614256,0.803432,1.09873,0.334052,0.528311,0.308737,0.298103
PF3D7_1120800.1,4.161113,2.78601,1.718961,1.209394,3.059723,1.64147,0.684508,5.759089,20.687664,32.246845,38.906448,42.796928,45.16655,35.052132,32.232876,24.59771,17.409657,11.685458,13.208458,3.873418,3.427246,4.302966,1.14957
PF3D7_1120900.1,1.689042,1.686563,0.553385,0.455439,0.734802,0.673105,1.226871,1.579251,5.942306,13.866668,18.933615,19.156342,22.523613,18.07609,11.555044,13.428037,5.742829,5.097057,3.575403,1.538984,0.863968,2.016743,0.201778
PF3D7_1121000.1,1.022976,0.104309,1.490387,0.680761,0.648729,0,0,0,1.03082,4.102761,8.14574,7.04572,9.003246,9.006025,15.708397,13.036139,11.837073,7.945605,6.443797,4.159645,2.706782,1.88189,1.705534
PF3D7_1121100.1,29.883432,0,16.659618,16.919451,2.534933,10.707836,5.591,0,0,7.966602,9.09851,13.557074,14.40536,15.923807,23.14237,23.717793,25.265057,21.325987,19.328173,8.115758,5.424015,8.974007,0
PF3D7_1121200.1,4.018613,0,0,0.968336,0,1.630848,0.833775,0,6.318986,9.854618,11.741768,12.383659,14.525045,8.259722,7.33309,5.965229,7.725111,3.816359,2.081563,0,0.893195,0.980771,0
PF3D7_1121300.1,1.398482,0.38628,1.236025,0.959726,0.677811,0.492494,0.437988,0.478308,0.554586,1.063487,2.996425,5.152917,11.584023,17.76264,22.994595,26.657389,22.510176,11.099895,11.429377,3.613694,2.476185,2.886225,1.650656
PF3D7_1121400.1,0.441037,0,0.719611,1.060762,0.606132,1.213294,0.220237,0.268088,0.162236,0,0,0,0.17972,0,0.479559,0.292031,0.318497,0,0,0,0,0,0
PF3D7_1121500.1,2.192234,2.298847,2.573644,0.838787,1.197182,0.409181,0.944591,0.196404,1.996588,3.326075,3.859983,3.194943,6.519658,4.639455,4.879654,3.710239,3.293199,1.965966,2.570048,1.927353,0.694619,2.746718,0.349077
PF3D7_1121600.1,694.645508,583.021729,569.566833,48.521542,23.844269,797.608826,41.162277,21.04567,38.926884,9.361375,300.580658,97.613113,273.443542,34.162125,7.30757,19.219728,9.729915,8.629873,840.400452,22.595098,111.644806,1543.352905,61.057682
PF3D7_1121700.1,37.409519,29.636856,33.557632,32.676445,32.986233,35.537399,29.2826,24.626381,25.414644,27.935406,25.89562,25.291212,24.332165,17.168358,14.604128,12.068314,11.531034,7.942487,9.290456,5.985932,9.762273,15.633391,11.361487
PF3D7_1121800.1,0.043547,0.193733,0.297635,0.32788,0.404318,0.267007,0.199668,0.265117,0.009497,0.187534,0.238168,0.087346,0.17789,0.055943,0.051377,0.090417,0.122146,0.191411,0.226403,0.167877,0,0.086399,0.092554
PF3D7_1121900.1,1.21977,1.023295,1.4297,1.428886,0.863232,2.112314,0.772552,0.745425,0.719139,1.351539,3.684667,2.910967,9.655984,12.990106,13.946164,14.643553,11.342448,9.121825,6.275882,2.962237,2.156611,2.208169,1.52219
PF3D7_1122000.1,0,0,0,0.544311,0,0.298473,0.363124,0.692716,1.302917,1.839459,1.985037,0.937524,0.631889,0.827678,0.819689,0.853589,1.190148,0.172738,0,0,0.191866,0.264288,0
PF3D7_1122100.1,0.80285,0.293647,0.449159,0.510655,0.276296,0,0.45664,0.234757,0.642205,2.033845,3.311975,3.165061,4.014871,3.912362,3.13728,3.780715,3.154887,1.222403,0.654171,1.160007,0.229424,1.31682,0.448635
PF3D7_1122200.1,0,12.067766,12.533637,16.621525,11.222663,15.337025,1.214203,6.160487,0.994517,8.295847,6.958324,1.267168,3.406311,3.429932,5.38427,5.595365,9.005561,8.388965,6.151851,0,5.399411,0.027325,5.698871
PF3D7_1122300.1,19.043839,4.12882,9.958185,7.148212,4.846803,3.94002,3.5669,1.611131,1.066206,1.591617,0.997705,1.556427,0.848356,2.613684,2.921894,5.965688,5.460163,4.145617,3.733554,5.667956,1.206965,4.544756,3.139508
PF3D7_1122400.1,8.249773,10.336124,8.469362,9.669967,10.162114,9.315726,6.146071,6.740307,7.176201,10.422327,9.329092,9.684234,11.078272,9.504531,7.794454,6.774001,4.672862,3.461305,3.115813,2.065079,2.377506,4.746226,3.177967
PF3D7_1122500.1,0.672071,0.911408,1.087911,0.785494,0.593252,0.537056,0.615758,0.756499,2.84473,3.478415,4.254003,4.636452,7.469131,8.675404,8.592509,9.681638,8.869022,4.581141,4.094873,1.501557,1.833796,1.346066,0.639953
PF3D7_1122600.1,0,0.277962,0.511682,0.453317,0.404818,0.229565,0.193647,0.400694,0,0.221219,0.36897,0.698789,0.68797,0.940085,1.496814,2.430743,2.222082,1.508726,1.471691,0.724514,0.274621,0.377077,0.58299
PF3D7_1122700.1,0.100099,0,0.400786,0.18702,0.37399,1.171834,0.211815,0,0.495739,0.499894,1.840025,3.059972,5.492516,10.521675,12.321699,13.655757,9.987941,5.317795,3.441871,3.401034,2.570155,2.284641,0.864821
PF3D7_1122800.1,24.431618,5.680784,5.659128,5.95437,23.770222,17.783184,8.479364,7.34544,3.36517,13.539236,10.273712,10.008642,7.90885,1.455096,6.89504,6.683403,10.366125,9.378568,15.485084,8.1306,2.359355,16.664553,10.040488
PF3D7_1122900.1,0.342079,0.185788,0.65995,0.621743,0.625098,0.9346,0.450126,0.700869,1.310821,1.880974,1.554549,1.586101,1.496082,0.919472,0.52361,0.282078,0.314776,0.19146,0.180885,0.145094,0.155009,0.166502,0.087342
PF3D7_1123000.1,28.864716,1.424624,21.032814,19.407206,16.694481,16.274567,11.393859,10.882938,10.952863,12.588375,10.884281,12.837067,13.076241,12.861851,16.279554,17.531086,21.961603,15.143978,16.993748,6.641107,7.083179,10.801199,8.060243
PF3D7_1123100.1,60.668098,44.34705,42.021873,41.624115,46.492115,35.747032,27.618427,24.536524,28.763275,32.154263,25.686678,22.212748,29.559595,25.774258,51.691032,48.837116,80.338501,43.611256,75.197342,22.824211,17.994635,39.966576,18.531652
PF3D7_1123200.1,1.832862,1.098942,1.918434,2.03901,1.812377,1.928507,1.097144,0.849605,2.138492,3.690502,5.473785,7.939346,14.065386,16.963156,23.551268,28.477739,30.581207,29.307613,32.990665,19.274406,12.525963,12.352749,5.594193
PF3D7_1123300.1,5.665072,3.53416,8.704733,6.572332,8.799215,6.45145,5.546445,4.84333,6.456918,7.277503,7.358068,6.660956,10.199833,10.751078,10.419555,11.950892,13.934466,10.140003,11.281096,6.16301,2.032905,6.009397,2.505919
PF3D7_1123400.1,13.184743,46.337833,91.69738,28.312159,53.520126,64.823303,21.281633,42.544964,79.109077,83.751472,55.462524,58.78299,77.49749,53.698177,37.977234,22.719082,6.488382,3.965427,25.146303,1.788068,31.473883,8.960831,9.93656
PF3D7_1123500.1,170.261719,182.231125,205.891022,226.89502,238.464401,241.830887,159.334457,129.366852,102.878098,118.333435,109.897232,105.454132,115.23909,95.748779,98.119995,102.945549,112.460625,85.644402,139.408981,68.233109,66.500664,123.088417,75.816666
PF3D7_1123600.1,7.533691,8.313335,8.902548,12.359001,11.606977,12.914056,9.359275,11.87397,20.078083,26.987608,24.634708,23.47813,22.9779,17.451183,14.543939,10.785618,11.165823,5.869877,5.371812,3.80082,4.254089,6.123631,4.018958
PF3D7_1123700.1,1.714017,2.245032,2.732192,2.124224,2.585786,1.58952,1.686465,4.572354,11.350733,15.968973,16.782764,22.158251,26.0448,19.783636,11.822567,9.633469,7.076645,3.599037,3.617693,1.302691,2.81903,2.593267,1.547114
PF3D7_1123800.1,1.143231,0.30015,0.69186,0.596959,0.51771,0.263264,0.722218,0.825101,3.085485,5.056261,5.745137,8.528772,7.915074,9.311841,11.589249,12.125066,9.191945,5.030392,4.453885,2.260715,1.700356,1.815604,0.681223
PF3D7_1123900.1,282.133362,285.760101,249.720291,250.072845,271.294403,370.05423,267.596039,334.17981,275.697083,333.532806,249.752563,218.347015,207.262711,122.839409,97.308868,65.723343,59.626522,58.101135,70.171387,65.397255,92.753494,141.93924,134.339539
PF3D7_1124000.1,14.564958,18.425308,19.631924,15.223208,18.835573,18.036425,14.443509,11.140767,8.171743,9.086593,13.711559,15.883407,26.331713,22.7451,17.745138,28.266851,18.327448,14.573149,10.81322,9.39603,7.012473,10.208495,9.611053
PF3D7_1124100.1,32.156536,17.420897,25.301859,22.82576,23.442497,25.564291,16.228619,16.252544,18.327278,21.340992,20.554119,28.799112,31.024454,28.668034,28.479029,27.452492,22.952732,12.238295,15.650646,5.542407,5.848106,11.156168,7.895918
PF3D7_1124200.1,2.388645,0,2.091207,0,1.831249,0,0,2.425246,4.18973,3.846418,3.33267,8.457674,9.969526,10.6377,9.561877,13.736396,13.686413,6.926367,9.842651,5.649868,5.188381,5.546142,2.692236
PF3D7_1124300.1,52.923294,54.301018,56.632065,1.424927,57.487652,69.510376,55.230854,69.74102,56.899342,99.383308,82.924599,80.679375,38.972908,66.442398,64.789986,53.58115,44.342674,24.922056,31.656839,14.775696,14.900208,28.470409,24.638313
PF3D7_1124400.1,9.219942,6.652577,10.129963,10.849296,10.624072,4.170148,7.054452,9.163453,7.515289,7.042751,13.072694,5.125884,6.827372,4.069268,2.973341,4.691828,2.624399,1.044033,1.216855,1.233107,3.490805,0.926576,3.096758
PF3D7_1124500.1,0.740381,1.275923,3.576922,3.456244,2.993556,3.424153,2.338857,1.914533,2.174918,2.235808,2.238926,2.369578,1.72478,2.220738,2.435813,2.508211,1.368174,1.069535,1.09981,0.353304,0.342622,0.841208,1.109697
PF3D7_1124600.1,28.497431,11.44357,10.700259,5.961156,6.400431,6.36904,7.817605,17.622765,63.712063,83.107765,90.131134,118.919113,114.360779,120.595932,148.333511,187.006882,112.827515,211.781326,267.44986,145.644196,118.701202,132.929413,59.59795
PF3D7_1124700.1,0.121571,0.294344,0.249018,0.189003,0.58568,1.038962,2.368361,1.849059,1.901477,3.5309,5.645945,2.38774,4.004437,2.282968,2.846236,1.294025,1.268257,0.472305,0.068817,0.042135,0.274319,0.22968,0.239218
PF3D7_1124800.1,18.272394,32.088806,29.328928,16.803913,27.878464,36.144608,27.397133,6.395592,6.887323,7.520282,18.434286,16.114115,15.464666,10.372602,12.321685,6.843647,4.112445,3.947281,3.102222,1.474528,6.575559,12.236329,11.255912
PF3D7_1124900.1,39.128319,36.610104,51.633633,48.953091,55.613148,67.447304,62.77523,64.291428,67.301804,80.909248,79.713486,72.045715,68.207802,55.268135,43.12394,36.033016,20.4596,15.055013,15.39623,12.032105,12.309071,22.183458,18.674601
PF3D7_1125000.1,3.833882,1.251995,0.803152,3.100201,4.209959,2.914341,2.969178,3.786293,8.150702,17.679096,26.749777,39.303101,60.134075,76.681282,83.269218,73.748474,63.812416,43.708042,30.691648,20.628811,14.165571,12.54493,5.805232
PF3D7_1125100.1,1.884286,1.012236,0.863585,0.839389,0.62141,0.471298,0.584766,0.436879,2.246053,3.733763,4.977641,6.887844,3.661457,10.697375,10.199396,3.021392,5.084899,3.602981,1.95089,2.405132,1.0538,1.378142,1.075257
PF3D7_1125200.1,0.884605,1.298378,3.681482,5.049182,5.112947,7.303874,8.050621,5.654119,10.824522,10.008685,9.280512,7.100444,7.158288,4.60917,4.070952,3.142853,2.763007,1.193811,0.769133,0.849146,0.940763,1.458784,1.16119
PF3D7_1125300.1,2.842496,2.923602,3.436613,5.147847,7.560423,10.735234,13.303853,18.089016,26.693506,27.59469,22.405418,20.656054,17.990387,10.081776,7.955436,6.526765,4.31918,2.689879,2.166003,1.211376,0.945584,2.156592,1.027562
PF3D7_1125400.1,19.819386,13.933755,14.683495,23.426735,25.678673,31.448774,28.098333,40.208576,47.111988,49.663147,38.116764,33.288429,24.447334,14.592367,8.734173,6.356249,5.085427,2.666131,3.342131,2.243984,5.154359,6.579878,5.164583
PF3D7_1125500.1,14.697274,11.798677,14.749726,14.809679,16.133032,15.220636,13.118021,9.777696,10.836853,10.486188,12.224644,12.318741,11.852081,7.19337,6.553261,6.044279,4.165041,3.608993,1.577674,3.643135,2.245095,5.28261,4.974349
PF3D7_1125600.1,1.820111,1.274307,1.210186,0.52128,0.479656,0.83418,0.896453,0.578805,1.310315,5.50337,6.516489,5.637617,9.548555,8.789541,10.245355,14.669375,11.303826,10.820459,12.246141,7.427285,4.290444,5.786419,0.829845
PF3D7_1125700.1,4.492867,3.127941,1.969523,1.04283,0.238653,0.764134,0,0,0,0,0.046135,0,0.725256,0.18357,0,13.384099,34.756104,60.712517,130.016174,29.806393,62.259983,52.223106,13.99562
PF3D7_1125800.1,31.922028,13.766397,7.458226,5.993195,1.09551,5.672441,0,0,0,0,0.962095,1.125573,0.515346,0.822165,2.683069,60.087578,133.07518,260.376678,502.88208,202.442947,330.865845,241.798187,84.942291
PF3D7_1125900.1,6.020906,3.597699,5.381378,6.275426,6.31421,6.733948,5.46251,5.403268,4.611014,4.906428,4.577135,4.448155,5.589159,4.239056,2.433478,3.870533,3.692407,5.0663,4.619951,4.902403,4.050105,5.075377,2.714103
PF3D7_1126000.1,74.429031,55.813286,78.968361,75.122749,76.381424,90.699051,75.057594,79.878403,81.35894,88.138702,75.421074,69.822929,70.21032,57.450859,51.377491,43.91555,31.10243,16.763617,21.518414,10.273126,13.720498,25.701548,22.640265
PF3D7_1126100.1,1.241427,1.549545,1.529171,1.409414,0.813252,1.202826,1.646886,1.962033,6.306468,8.499634,9.748549,11.036124,12.747383,10.191716,10.34096,8.371314,5.503168,3.682647,4.184996,1.019938,1.777035,2.066728,0.471202
PF3D7_1126200.1,248.27919,242.013443,297.765076,279.542175,318.78653,384.177795,322.568176,372.994812,371.023346,459.406128,416.67984,383.102997,401.365967,294.736694,242.361176,190.351501,126.450768,87.716354,84.002617,75.132904,105.030449,124.791122,118.132896
PF3D7_1126300.1,12.491688,13.682436,11.955713,16.313637,18.150164,18.348698,15.255816,16.033644,7.337092,18.286032,22.717325,23.235176,24.326208,30.087498,31.876984,33.02951,27.707472,12.929605,18.527958,10.837338,8.099358,12.966197,5.515727
PF3D7_1126400.1,14.818331,18.922377,12.630116,9.804745,15.283881,14.852918,18.752741,16.968937,17.178461,19.704374,22.779934,23.945786,23.630989,12.431131,9.957787,11.439679,5.216919,4.692216,3.56628,2.787955,6.997569,6.89939,3.974709
PF3D7_1126500.1,20.867769,12.8965,17.79603,20.310263,13.968895,15.348683,14.201365,12.052349,12.120824,14.123345,11.009045,10.769717,8.589566,6.686064,5.014515,4.191328,3.532362,2.225158,3.679731,2.801296,4.023343,8.06366,5.706484
PF3D7_1126600.1,1.042947,0.322751,3.053622,2.844518,3.465552,4.406317,7.241721,5.539038,15.294032,15.709965,9.710964,11.509693,8.50143,4.895357,2.733797,3.593968,6.086112,2.104823,6.430787,1.577474,2.638936,2.037927,2.397103
PF3D7_1126700.1,4.521949,0.996619,1.431546,2.090356,1.99832,0.565264,0.287713,0.407802,0.870033,1.336737,2.075271,1.915455,2.728684,8.825655,31.727016,93.862663,174.739502,48.064301,259.406219,82.84404,65.661552,16.72982,26.807625
PF3D7_1126800.1,0.432142,0.586562,1.164388,1.079652,1.170126,1.416342,1.348322,0.607112,0.716302,0.422518,0.328658,0.336618,0.34729,0.253933,0.253876,0.16995,0.373944,0.288609,0.563888,0.196884,0.326148,0.736878,0.331316
PF3D7_1126900.1,37.466019,32.034531,41.615799,42.323341,41.934326,31.739027,37.485706,39.965908,32.467861,32.443188,35.182884,34.089481,30.629349,25.516262,26.695883,19.521704,14.896222,14.421758,11.827278,11.863035,16.653919,14.611752,17.976931
PF3D7_1127000.1,39.716129,15.794902,19.827274,14.749447,10.711432,12.20859,13.238366,11.611653,26.005922,27.179863,26.649981,25.260803,33.792946,22.588062,16.487707,18.52182,13.997426,11.784834,10.699887,9.998142,9.67464,15.145555,8.488556
PF3D7_1127100.1,4.248259,2.34986,1.573845,2.627197,1.758574,2.518743,2.288707,4.6512,27.955027,46.765419,79.892052,85.266212,94.834129,76.162941,62.041103,43.022808,31.694067,19.928642,19.310257,7.863008,6.627754,6.257128,4.341424
PF3D7_1127200.1,0,0,0.164689,0.238569,0,0,0,0.178742,0,0,0.232863,0,0,0,0,0.1607,0,0,0,0,0,0.169422,0.565786
PF3D7_1127300.1,4.643528,2.81694,4.470885,4.012522,4.880777,5.077941,3.729101,3.214624,5.88043,5.151451,3.412927,5.906817,3.892785,3.514242,2.701034,2.394861,1.610849,1.177484,0.650423,0.669601,0.795492,1.033165,0.692486
PF3D7_1127400.1,0.582455,0.592872,0.633119,1.139781,1.968464,1.741011,1.612179,1.3557,1.952698,2.259142,2.637088,2.92543,2.386735,2.613201,1.603027,2.979836,1.690287,0.698843,0.655713,0,0.479076,0.299543,0.442391
PF3D7_1127500.1,4.570686,3.210764,1.949043,2.899178,4.151095,3.42711,2.230352,2.491979,5.5255,9.271609,14.086252,20.4377,36.922768,41.216698,41.547745,45.250519,34.91774,25.679436,20.837317,11.456691,9.599791,8.267307,5.873791
PF3D7_1127600.1,25.583094,8.322325,8.254395,9.893451,9.530975,13.987937,20.680447,30.374739,40.263988,57.535423,60.745941,57.690662,58.799511,57.790859,68.604195,117.714256,177.391846,232.517242,234.654633,218.460266,156.839417,138.4823,74.113686
PF3D7_1127700.1,0.604291,0,1.171715,1.139919,0.615527,1.256333,0.687705,0,0.885218,0.507026,0.155089,0,0,0,0,0.462621,0,0,0.15627,0,0,0,0
PF3D7_1127800.1,6.992542,5.284215,9.037383,8.716479,7.452315,6.402329,7.053073,6.968961,9.264996,9.803664,8.363597,8.179824,9.747026,7.936133,7.960326,6.919126,5.569767,3.531889,3.781518,2.164399,1.717223,3.318273,2.486076
PF3D7_1127900.1,8.767137,5.624073,8.780775,7.696046,6.209651,4.650136,5.154136,3.999415,2.7109,3.298642,2.493463,4.366169,3.010827,3.07105,4.679358,11.197153,16.630367,32.174023,36.927616,33.6591,26.328102,25.342564,9.444534
PF3D7_1128000.1,68.008583,46.172939,52.396305,46.771893,46.475559,41.938919,30.961819,28.394468,33.813175,35.069336,34.827473,36.443283,43.664951,37.923588,36.809368,42.740459,36.8158,29.298037,36.696301,23.725836,22.755095,33.577126,20.407984
PF3D7_1128000.2,0,2.212426,0,5.365406,0,0,0,0,0,1.62641,4.439633,0,0.745075,0,0,0,1.108864,0,0,0,0,1.358723,0
PF3D7_1128100.1,13.571739,7.576806,13.220052,15.403026,18.44199,20.363585,21.212215,25.800299,45.960159,68.643372,67.127335,63.073547,62.542995,51.819897,39.94762,34.029934,23.65324,16.434057,14.767927,7.019495,7.664279,8.809601,5.765001
PF3D7_1128200.1,39.188412,42.440582,51.040394,42.784332,46.803028,59.050011,45.921303,48.449924,36.255405,50.720585,49.420223,44.772373,46.977879,41.129585,39.354656,34.772205,27.014946,14.280533,13.921741,8.557956,10.536523,18.141037,15.445222
PF3D7_1128300.1,0.65707,0.879709,1.928833,1.35882,1.422301,1.630472,2.982289,2.418985,3.319362,4.757496,3.804981,5.266541,2.41736,2.093316,1.702009,1.65796,1.820043,0.752399,0.424218,0.162465,0.392136,0.603765,0.312264
PF3D7_1128400.1,21.166529,13.313524,17.35829,14.781458,16.425077,20.076584,21.091421,34.252258,67.461479,84.05468,84.51416,82.315659,93.553368,81.983887,64.617294,47.510288,37.920097,20.3687,18.288477,9.58224,10.356977,9.900766,8.356838
PF3D7_1128500.1,6.272602,6.000942,8.570042,7.050515,6.959027,7.449064,5.9414,5.390487,4.350032,5.592455,4.536908,4.538261,4.427164,3.650411,2.476905,2.587926,1.679424,1.463716,1.06326,0.842036,1.146163,2.830162,1.978074
PF3D7_1128600.1,0.001067,0.001874,0.031843,0.047953,0.037101,0.075914,0.013211,0.008983,0.008981,0.022341,0.050479,0,0.014464,0.011406,0.036484,0,0.030995,0.075941,0.002528,0,0,0.010229,0.016964
PF3D7_1128700.1,0.191501,0.173819,0.137253,0.148192,0.144242,0.159125,0.068511,0.092803,0.380101,0.421375,1.018946,1.492672,1.706921,3.654229,2.535696,4.370877,3.38355,2.051584,2.239543,1.796114,0.838252,0.501738,0.53944
PF3D7_1128900.1,0.056373,0.043452,0.196643,0.086,0.302332,0,0,0,0.035223,0.171656,0.29701,0.789779,2.577496,14.276031,38.001644,67.10421,76.373413,70.755653,63.673668,30.673014,20.52676,18.979408,4.426697
PF3D7_1129000.1,27.81315,34.44313,49.557064,57.811756,63.489712,117.259033,109.639725,175.333099,150.001266,161.634399,153.928085,74.605942,96.412178,56.195744,38.084194,21.107555,15.960695,7.381408,2.781903,3.927737,4.258175,10.641032,7.138374
PF3D7_1129100.1,401.51651,514.364502,415.662994,398.852356,465.827972,627.48645,646.667236,669.789856,675.890808,693.12677,557.892029,414.567596,385.878998,273.630432,212.822006,220.775253,289.270081,416.394745,517.544556,678.523804,829.276489,946.732666,631.987244
PF3D7_1129200.1,34.037498,27.79076,35.493992,37.813038,44.994431,46.658955,44.091862,40.539421,53.901852,69.742233,76.18811,82.247223,105.20768,98.051781,90.278412,88.987373,69.763138,48.964996,49.921646,30.34992,28.114927,26.064138,20.896534
PF3D7_1129300.1,1.510715,0.29016,0.852532,0.642753,0.536322,1.048807,0.791633,0.35977,0.165957,0.311803,0.455575,0.793974,1.009391,6.304797,14.101808,22.371483,26.002325,21.201874,21.468889,6.811616,3.654063,5.032097,1.979129
PF3D7_1129400.1,19.361284,17.713093,33.584679,32.038212,31.440371,33.392162,26.896315,28.671539,33.352474,35.985336,25.643215,22.107395,21.759678,13.336554,8.893385,7.554831,4.963864,3.423757,4.06494,3.363655,4.364833,9.478357,8.014717
PF3D7_1129500.1,2.587692,1.501814,3.440517,2.039005,3.040303,3.405331,4.641018,6.193254,15.229162,26.07527,26.061502,28.912943,32.868385,23.159119,21.91711,19.216843,12.471375,5.392585,6.030733,2.531976,2.243086,3.720086,1.682937
PF3D7_1129600.1,0.30952,0.174946,0.515158,0.410975,0.46276,0.526035,0.507163,0.369185,0.964179,0.598131,0.623626,0.891798,0.828763,0.59377,1.241844,1.486665,1.734994,1.666816,1.296973,0.685714,0.450619,0.564483,0.222057
PF3D7_1129700.1,0.074861,0.138969,0.048658,0.054921,0.099197,0.274521,0.259111,0.218776,0.052107,0.257837,0.844865,1.28336,3.153369,3.324326,2.934391,3.988448,1.698341,0.756097,0.292857,0.618513,0.007982,0.224428,0.404397
PF3D7_1129800.1,1.682671,1.203242,1.511399,2.198142,2.078741,2.367269,1.965917,2.042418,3.140208,3.818087,4.955855,6.541671,5.160752,4.440991,4.640057,4.035907,2.917151,1.243827,1.18199,0.962816,0.609379,0.905882,0.80111
PF3D7_1129850.1,0,0,0.005092,0.015794,0.166585,0.032365,0.01121,0.026647,0.014516,0.004821,0.01684,0,0,0,0,0,0,0,0,0,0,0,0
PF3D7_1129900.1,23.296997,41.24667,55.578381,60.444454,85.862793,168.398682,189.034882,174.189713,115.826782,102.476517,90.012642,59.779633,70.526947,50.316975,36.013611,29.719343,23.678057,16.844021,17.875124,13.988667,14.167503,17.92572,17.876907
PF3D7_1130000.1,6.780162,6.09152,3.456609,5.643151,3.90756,3.261406,2.642854,3.624517,6.38055,9.644558,8.471927,9.548618,8.925046,8.311795,6.988158,5.393618,5.883724,2.786486,3.26614,2.241515,1.464898,1.552525,1.969199
PF3D7_1130100.1,70.532875,51.825596,90.215317,81.91555,58.587727,75.170937,65.80294,63.343727,68.152069,80.16404,86.53508,74.559616,88.371277,66.039978,53.435928,62.490623,26.255831,23.030558,15.858138,15.251931,18.553787,23.185833,21.270197
PF3D7_1130200.1,481.935669,553.892151,594.08313,676.21167,867.588135,638.883179,801.345825,519.973145,787.81958,856.399658,816.885742,664.788696,683.596741,368.655579,385.027161,170.611267,196.994812,159.579544,167.997131,13.046718,151.991486,268.576385,246.010254
PF3D7_1130300.1,4075.105713,2499.281006,5953.498047,5197.022949,5673.376465,2506.08374,5443.365723,3549.740723,3235.426514,755.511108,618.256531,570.759338,510.282532,434.28067,802.020081,783.194519,896.871521,757.187683,1474.864624,1090.082031,1566.696655,1176.728394,4059.719482
PF3D7_1130310.1,4784.065918,3499.573486,7105.570312,6584.365723,7168.816406,2782.515381,6878.694824,3553.71582,3286.457764,795.736877,720.370483,681.092163,564.665344,602.119324,1053.478271,994.539612,1087.287598,987.879578,2050.910645,1655.863281,2762.354492,2024.439331,5653.547852
PF3D7_1130400.1,62.925613,74.595284,78.120247,86.935631,86.859879,116.757133,99.795166,108.077843,122.160034,168.776199,176.070084,187.926956,222.700577,235.164993,226.470581,248.114975,201.476929,157.28537,139.282684,84.304924,61.834347,69.100548,45.738693
PF3D7_1130500.1,2.029396,1.165796,1.501075,1.207897,0.551345,0.558298,0.228068,1.145545,3.640125,6.287126,9.124894,9.497067,13.153407,13.695415,14.570002,13.495477,10.721238,7.387173,6.091455,2.122177,2.398771,2.464185,1.030981
PF3D7_1130600.1,5.210935,7.878135,4.523453,11.121056,10.907584,11.575159,12.598672,8.93046,7.755629,8.900792,9.082807,6.923435,8.023913,5.521032,2.794961,2.253402,2.360557,0,1.526897,0,0,3.842718,2.886946
PF3D7_1130700.1,4.678339,2.251546,2.765367,3.140949,2.264873,3.31083,2.16443,5.479044,13.027378,20.734465,21.049847,28.519663,32.880993,26.081959,30.254381,24.752234,24.122517,10.369421,10.854459,2.998468,2.110202,2.651223,1.484804
PF3D7_1130800.1,0,0.540505,0.381738,0,0.326157,0.675779,0.670831,0.748575,0.969632,1.27475,0.452074,0.768124,0.960091,1.306916,0.679113,0.812706,0,0.316669,0,0,0,0.293197,0.369139
PF3D7_1130900.1,0.398056,0.103163,0.303827,0.308075,0.322703,0.388566,0.790408,1.032236,2.841778,5.009255,3.6377,2.441528,2.890594,1.671083,1.750892,0.990839,0.627029,0.636471,0.128923,0.255568,0.213021,0.428122,0.328612
PF3D7_1131000.1,3.066688,2.407544,2.056305,1.72646,2.477251,3.150009,2.185237,8.12674,16.162117,23.854939,27.703514,25.254961,26.949677,17.929287,13.398601,11.618711,11.707979,6.032047,6.623686,1.676559,1.120142,2.588773,1.004904
PF3D7_1131100.1,3.548818,2.089236,3.588984,6.748469,12.613072,28.361101,23.026611,21.976185,17.849035,20.113468,19.351988,24.842415,36.249714,58.109585,79.882248,86.050568,74.260529,42.596184,46.684368,18.337734,13.327809,10.84516,6.245415
PF3D7_1131200.1,0.768891,0,1.320222,0.733631,1.622251,2.504685,1.683833,3.379666,1.319521,1.07233,2.021827,2.007695,4.058454,2.945269,4.856251,3.891218,3.717616,2.709596,2.324879,0.733686,0.745803,1.498505,0.764627
PF3D7_1131300.1,0.097913,0.240131,0.140119,0,0.203671,0.5838,0.430785,0.102233,0.572549,1.442896,1.156915,2.090177,1.32122,1.328387,1.377656,0.995715,0.756842,0.519032,0.299161,0.073489,0.100804,0.09263,0.052893
PF3D7_1131400.1,0.383796,0.152675,0.160903,0.203545,0.385737,0.259346,0.276816,0.491668,2.80583,3.778713,3.740406,3.659727,2.910556,1.968829,1.443702,1.359697,0.873622,0.503947,0.397053,0.131772,0.299063,0.41158,0.234058
PF3D7_1131500.1,0.546366,1.413932,3.7919,2.283582,2.49367,3.201581,2.105337,0.336347,1.024037,1.229476,0.165973,0.274947,0.458806,1.366861,0.986352,1.696892,0.974024,0.774718,1.732086,3.395924,0.658903,0.722408,0.975862
PF3D7_1131600.1,0.070716,0.083791,0.335779,0.188383,0.168928,0.384399,0.237336,0.144866,0.274963,0.637466,0.587671,0.682181,0.550093,0.582438,0.361734,0.270604,0.264853,0.159224,0.041467,0.061473,0.024114,0.147923,0.044677
